Ref,Slow_year1Fast_year1Rapid_year1 infra costSlow_year2Fast_year2Rapid_year2 infra costSlow_year3Fast_year3Rapid_year3 infra costSlow_year4Fast_year4Rapid_year4 infra cost,,,,,,,,,,,,,549.6km
61,1,0,0,1,0,0,1,0,0,1,0,0,,
75,0,0,0,0,1,0,0,1,0,1,1,0,,
76,0,1,0,0,1,0,0,1,0,0,1,0,,
77,0,0,0,1,0,0,1,0,0,1,0,0,,
88,0,0,0,0,0,0,0,1,0,0,2,0,,
89,0,0,0,1,0,0,1,0,0,1,0,0,,
90,1,0,0,1,0,0,1,0,0,1,0,0,,
91,0,0,0,1,0,0,1,0,0,1,1,0,,
101,0,0,0,0,0,0,1,0,0,1,0,0,,
102,0,1,0,0,1,0,0,1,0,1,1,0,,
103,0,1,0,0,1,0,0,1,0,0,1,0,,
104,0,0,0,0,1,0,0,1,0,0,1,0,,
105,0,0,0,1,0,0,1,0,0,1,0,0,,
106,0,0,0,0,0,0,1,0,0,1,0,0,,
107,0,0,0,1,0,0,1,0,0,1,0,0,,
109,0,0,0,0,0,0,0,0,0,0,0,0,,
115,0,0,0,0,0,0,1,0,0,2,1,0,,
116,0,0,0,0,1,0,0,1,0,1,1,0,,
117,2,0,0,2,1,0,2,1,0,2,1,0,,
119,0,0,0,3,0,0,3,0,0,4,0,0,,
121,0,0,0,0,1,0,1,1,1,1,1,1,,
123,0,0,0,0,0,0,0,0,0,0,0,0,,
129,0,0,0,0,0,0,1,0,0,1,0,0,,
134,0,2,1,0,2,1,0,2,1,1,2,1,,
143,0,0,0,0,0,0,1,0,0,1,0,0,,
144,0,0,0,1,0,0,1,0,0,1,0,0,,
145,0,0,0,0,1,0,0,1,0,0,1,0,,
146,1,1,0,1,1,0,1,1,0,1,3,0,,
147,1,0,1,1,0,1,1,0,1,1,0,1,,
148,0,0,0,0,0,1,0,0,1,0,0,1,,
149,0,0,0,0,1,0,0,1,0,0,1,0,,
150,1,0,0,1,0,0,1,0,0,1,0,0,,
156,0,0,0,0,0,0,0,0,0,1,0,0,,
157,0,0,0,0,0,0,1,0,0,1,0,0,,
159,1,0,0,1,0,0,1,0,0,1,0,0,,
160,3,0,1,3,0,1,3,0,1,3,0,1,,
161,0,0,0,1,1,0,1,1,0,1,2,0,,
162,0,0,0,0,1,0,0,1,0,0,1,0,,
163,1,0,0,1,0,0,1,0,0,1,0,0,,
164,0,0,0,1,0,0,1,0,0,1,0,0,,
171,0,0,0,0,0,0,0,1,0,2,1,0,,
172,0,0,0,1,0,0,1,0,0,2,0,0,,
173,2,0,0,2,0,0,2,0,0,2,0,0,,
175,0,0,0,0,1,0,1,1,0,5,1,0,,
176,1,0,0,1,1,0,1,1,1,1,1,1,,
177,0,0,0,0,1,0,0,1,0,0,1,0,,
178,0,0,0,1,0,0,1,0,0,1,0,0,,
184,0,0,1,1,0,1,1,0,1,1,0,1,,
185,0,0,1,1,0,1,1,0,1,1,1,1,,
186,0,0,0,2,0,0,2,3,0,2,3,1,,
187,0,0,0,2,0,0,2,0,0,4,0,0,,
188,0,0,0,1,0,0,1,0,1,1,0,1,,
189,6,0,1,6,0,1,6,0,1,6,0,1,,
190,2,0,1,2,0,1,2,0,1,2,0,1,,
191,0,0,0,1,0,0,1,1,0,1,1,0,,
192,0,0,0,0,0,0,1,0,0,1,0,0,,
198,0,0,0,0,1,0,0,1,1,0,1,1,,
199,2,1,1,2,1,1,2,1,1,5,1,2,,
200,6,2,0,6,2,1,6,2,1,6,2,1,,
201,0,0,0,1,0,1,1,0,1,1,0,1,,
202,0,1,0,0,1,0,0,1,0,1,1,1,,
203,0,0,0,1,0,1,1,0,1,1,0,1,,
205,0,0,0,0,1,0,0,1,0,0,1,0,,
206,0,0,0,0,0,0,1,0,0,1,0,0,,
213,0,2,0,1,2,0,1,2,1,1,2,1,,
214,0,3,0,1,4,0,1,4,1,1,4,1,,
215,0,0,0,3,0,0,3,0,0,3,0,1,,
216,0,0,0,0,1,0,0,1,0,0,1,0,,
217,0,0,0,0,0,0,1,0,0,1,0,0,,
228,2,0,1,2,0,1,2,0,1,2,0,1,,
229,2,0,0,2,0,0,2,0,0,2,3,0,,
230,0,1,0,0,1,0,0,1,0,0,1,0,,
233,0,0,0,0,0,0,1,0,0,1,0,0,,
234,0,0,0,0,0,0,1,0,0,1,0,0,,
242,0,0,0,0,1,0,0,1,0,0,1,0,,
246,0,0,0,0,0,0,0,0,0,1,1,0,,
