Ref,Slow_year1Fast_year1Rapid_year1 infra costSlow_year2Fast_year2Rapid_year2 infra costSlow_year3Fast_year3Rapid_year3 infra costSlow_year4Fast_year4Rapid_year4 infra cost,,,,,,,,,,,,,294.4km
61,0,0,0,1,0,0,1,0,0,1,0,0,,
75,0,0,0,1,0,0,1,0,0,1,0,0,,
76,1,1,0,1,1,0,1,1,0,1,1,0,,
77,0,1,0,0,1,0,0,1,0,0,1,0,,
88,0,0,0,0,0,0,1,0,0,1,0,0,,
89,0,0,0,0,1,0,0,1,0,0,1,0,,
90,1,0,0,1,0,0,1,0,0,1,0,0,,
91,1,0,0,1,0,0,1,0,0,1,0,0,,
101,0,0,0,0,0,0,1,0,0,1,0,0,,
102,0,1,0,1,1,0,1,1,0,1,1,0,,
103,0,0,0,1,0,0,1,0,0,1,0,0,,
104,1,0,0,1,0,0,1,0,0,1,0,0,,
105,0,0,0,1,0,0,1,0,0,1,1,0,,
106,0,0,0,0,0,0,0,1,0,0,1,0,,
107,0,0,0,0,0,0,0,1,0,0,1,0,,
109,0,0,0,0,0,0,0,0,0,0,0,0,,
115,0,0,0,0,0,0,1,0,0,1,0,0,,
116,0,1,0,0,1,0,0,1,0,0,1,0,,
117,2,0,0,2,0,0,2,0,0,2,0,0,,
119,0,0,0,0,1,0,0,2,0,0,2,1,,
121,0,2,0,1,2,0,1,2,0,1,2,1,,
123,0,0,0,0,0,0,0,0,0,0,0,0,,
129,0,0,0,0,1,0,0,1,0,0,1,0,,
134,1,2,1,1,2,1,1,2,1,1,2,1,,
143,0,0,0,0,0,0,1,0,0,1,0,0,,
144,1,0,0,1,0,0,1,0,0,1,0,0,,
145,1,0,0,1,0,0,1,0,0,1,1,0,,
146,3,0,0,3,0,0,3,0,0,3,0,0,,
147,1,0,0,1,0,1,1,0,1,1,0,1,,
148,0,1,0,0,1,0,0,1,0,0,1,0,,
149,0,1,0,0,1,0,0,1,0,0,1,0,,
150,1,0,0,1,0,0,1,0,0,1,0,0,,
156,0,0,0,0,0,0,0,0,0,1,0,0,,
157,0,1,0,0,1,0,0,1,0,0,1,0,,
159,1,0,0,1,0,0,1,0,0,1,0,0,,
160,3,0,0,3,0,0,3,0,1,3,0,1,,
161,0,1,0,0,1,0,0,1,1,0,1,1,,
162,0,1,0,0,1,0,0,1,0,0,1,0,,
163,1,0,0,1,0,0,1,0,0,1,0,0,,
164,0,1,0,0,1,0,0,1,0,0,1,0,,
171,0,0,0,2,0,0,2,1,0,2,1,0,,
172,0,1,0,0,1,0,0,1,0,0,1,0,,
173,2,0,0,2,0,0,2,0,0,2,0,0,,
175,0,2,0,1,2,0,1,2,0,1,2,1,,
176,0,1,0,1,1,0,1,1,0,1,1,1,,
177,0,1,0,0,1,0,0,1,0,0,1,0,,
178,0,1,0,0,1,0,0,1,0,0,1,0,,
184,1,0,0,1,0,0,1,0,1,1,0,1,,
185,2,0,0,2,0,0,2,0,1,2,0,1,,
186,2,0,0,2,0,0,3,0,0,3,1,1,,
187,1,1,0,1,1,0,1,1,1,1,1,1,,
188,1,0,0,1,0,1,1,0,1,1,0,1,,
189,6,0,0,6,0,0,6,0,0,6,0,0,,
190,2,0,1,2,0,1,2,0,1,2,0,1,,
191,0,1,0,0,1,0,0,1,0,0,1,0,,
192,0,0,0,0,0,0,1,0,0,1,0,0,,
198,0,0,0,0,1,1,0,1,1,0,1,1,,
199,1,1,1,1,1,1,1,1,1,1,1,1,,
200,6,2,1,6,2,1,6,2,1,6,2,1,,
201,1,1,0,1,1,1,1,1,1,1,1,1,,
202,1,0,0,1,1,1,1,1,1,1,1,1,,
203,0,0,0,1,0,0,1,0,1,1,0,1,,
205,1,1,0,1,1,0,1,1,0,1,1,0,,
206,0,1,0,0,1,0,0,1,0,0,1,0,,
213,2,0,0,2,0,0,2,4,0,2,4,0,,
214,0,3,1,0,3,1,0,3,1,0,3,1,,
215,0,1,0,0,1,1,0,1,1,0,1,1,,
216,0,1,0,0,1,0,0,1,0,0,1,0,,
217,0,0,0,1,0,0,1,0,0,1,0,0,,
228,2,2,0,2,2,0,2,2,0,2,2,0,,
229,1,1,0,1,1,0,1,1,0,1,1,1,,
230,0,1,0,0,1,0,0,1,0,0,1,0,,
233,0,0,0,0,0,0,1,0,0,1,0,0,,
234,0,0,0,0,0,0,1,0,0,1,0,0,,
242,0,1,0,0,1,0,0,1,0,0,1,0,,
246,0,0,0,1,0,0,1,0,0,1,0,0,,
247,0,0,0,0,0,0,1,0,0,1,0,0,,
248,0,0,0,1,0,0,1,0,0,1,0,0,,
249,1,0,0,1,0,0,1,0,0,1,0,0,,
263,1,0,1,1,0,1,1,0,1,1,0,1,,
272,1,0,0,1,0,0,1,0,0,1,0,0,,
274,1,0,0,1,0,0,1,0,0,1,0,0,,
275,1,0,0,1,0,0,1,0,0,1,0,0,,
286,1,0,0,1,0,0,1,0,0,1,0,0,,
287,1,0,0,1,0,0,1,0,0,1,0,0,,
288,0,1,0,0,1,0,0,1,0,0,1,0,,
290,0,1,0,0,1,0,0,1,0,0,1,0,,
291,0,0,0,1,0,0,1,0,0,1,0,0,,
299,0,1,0,0,1,0,0,1,0,0,1,0,,
300,1,0,0,1,0,0,1,0,0,1,0,0,,
301,1,0,0,1,0,0,1,0,0,1,0,0,,
304,2,0,0,2,0,0,2,0,0,2,0,0,,
316,0,1,0,1,1,0,1,1,0,1,1,0,,
327,0,0,0,0,0,0,0,0,0,1,0,0,,
328,0,0,0,0,0,0,0,0,0,1,0,0,,
331,0,0,0,1,0,0,1,0,0,1,0,0,,
342,0,0,0,0,0,0,0,1,0,0,1,0,,
343,0,0,0,1,0,0,1,1,0,1,1,0,,
345,0,0,0,0,0,0,0,0,0,1,0,0,,
355,1,1,1,1,1,1,1,2,1,1,2,2,,
356,0,1,0,0,1,0,0,1,0,0,1,0,,
369,0,2,1,0,2,1,0,2,1,0,2,1,,
382,0,0,0,0,1,0,0,1,0,0,1,0,,
385,0,0,0,0,0,0,0,0,0,0,0,0,,
397,0,1,0,0,1,0,0,1,0,0,1,0,,
399,0,0,0,0,0,0,0,0,0,0,0,0,,
400,0,0,0,0,0,0,0,0,0,0,0,0,,
412,1,0,0,1,0,0,1,0,0,1,0,0,,
