Ref,Slow_year1Fast_year1Rapid_year1 infra costSlow_year2Fast_year2Rapid_year2 infra costSlow_year3Fast_year3Rapid_year3 infra costSlow_year4Fast_year4Rapid_year4 infra cost,,,,,,,,,,,
61,1,0,0,1,0,0,1,0,1,1,0,1
75,1,0,0,1,0,0,1,0,2,1,0,2
76,0,1,0,0,1,0,0,1,1,0,1,1
77,0,1,0,0,1,0,0,1,0,0,1,0
88,0,0,0,0,0,0,1,0,0,1,0,1
89,0,1,0,1,1,0,1,1,1,1,1,1
90,1,1,0,1,1,0,1,1,0,1,1,1
91,1,0,0,1,0,0,1,0,0,1,0,0
101,1,0,0,1,0,0,1,0,0,1,0,0
102,0,1,0,0,1,1,1,1,1,1,1,1
103,1,1,0,1,1,1,1,1,1,1,1,1
104,0,0,0,1,0,0,1,0,2,1,0,2
105,0,0,0,0,0,0,1,0,1,1,0,1
106,0,1,0,0,1,0,0,1,0,0,1,0
107,0,0,0,1,0,1,1,0,1,1,0,1
109,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,1,0,0,1,0,0
116,1,0,0,1,0,0,1,0,0,1,0,0
117,2,0,0,2,1,0,2,1,0,2,1,0
119,0,0,1,1,0,1,1,0,1,1,0,1
121,1,0,0,1,0,1,1,0,1,1,0,1
123,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,1,0,0,1,0,0,1,0,1
134,0,2,2,0,2,2,1,2,2,1,2,2
143,0,1,0,0,1,0,0,1,1,0,1,1
144,1,0,0,1,0,0,1,0,0,1,0,0
145,1,0,0,1,0,0,1,0,1,1,0,1
146,2,0,0,2,0,0,4,0,0,4,0,1
147,1,0,1,1,0,1,1,0,1,1,0,1
148,0,0,1,0,0,1,0,0,1,0,0,1
149,0,1,0,0,1,0,0,1,0,0,1,0
150,1,0,0,1,0,0,1,0,0,1,0,0
156,0,0,0,0,0,0,0,1,0,0,1,0
157,0,0,0,0,0,0,1,0,0,1,0,0
159,1,0,0,1,0,0,1,0,0,1,0,0
160,3,0,1,3,0,1,3,0,1,3,0,1
161,0,1,0,0,1,0,0,3,0,0,3,0
162,0,1,0,0,1,0,0,1,0,0,1,0
163,1,0,0,1,0,0,1,0,0,1,0,0
164,1,0,0,1,0,0,1,0,0,1,0,0
171,0,0,0,0,1,0,0,1,0,0,1,1
172,0,0,0,1,0,0,1,0,0,1,0,1
173,2,0,0,2,0,0,2,0,0,2,0,0
175,0,1,0,1,1,0,1,1,1,1,1,1
176,0,0,0,1,0,1,1,0,1,1,3,1
177,0,1,0,0,1,0,0,1,0,0,1,0
178,0,1,0,0,1,0,0,1,0,0,1,0
184,1,0,1,1,0,1,1,0,1,1,0,1
185,0,0,0,2,0,1,2,0,1,2,0,1
186,0,0,0,3,0,0,3,3,0,3,3,1
187,0,0,0,1,1,0,1,2,0,1,2,1
188,0,0,0,1,0,1,1,0,1,1,0,1
189,6,0,1,6,0,1,6,0,1,6,0,1
190,2,0,1,2,0,1,2,0,1,2,0,1
191,0,1,0,0,1,0,0,1,1,1,1,1
192,0,0,0,0,0,0,1,0,0,1,0,1
198,0,1,0,0,1,0,0,1,1,0,1,1
199,1,2,2,1,2,2,1,3,2,1,3,2
200,6,2,1,6,2,1,6,2,1,6,2,2
201,0,0,0,1,1,1,1,1,1,1,1,1
202,0,0,0,1,0,1,1,0,1,1,0,1
203,0,0,0,1,0,1,1,0,1,1,0,1
205,0,0,0,1,0,0,1,0,0,1,0,1
206,0,0,0,0,0,0,0,1,0,0,1,0
213,1,0,0,1,0,1,1,1,1,2,1,1
214,0,3,1,0,3,1,0,3,1,0,3,2
215,0,0,0,0,1,1,0,1,1,0,1,1
216,0,1,0,0,1,0,0,1,0,0,1,0
217,0,1,0,1,1,0,1,1,0,1,1,0
228,2,1,0,2,1,1,2,1,1,7,1,1
229,1,1,1,1,1,1,1,1,1,1,1,1
230,0,1,0,0,1,0,0,1,0,0,1,0
233,0,0,0,0,0,0,1,0,0,1,0,1
234,0,0,0,0,0,0,1,0,0,1,0,0
242,0,1,0,0,1,0,0,1,0,0,1,0
246,0,0,0,1,0,0,1,0,0,1,0,0
247,0,0,0,1,0,0,1,0,0,1,0,1
248,1,0,0,1,0,0,1,0,0,1,0,0
249,1,0,0,1,0,0,1,0,0,1,0,0
263,1,0,1,1,0,1,1,0,1,1,0,1
272,1,0,0,1,0,0,1,0,0,1,0,0
274,1,0,0,1,0,0,1,0,0,1,0,0
275,1,0,0,1,0,0,1,0,0,1,0,0
286,0,1,0,0,1,0,0,1,0,0,1,0
287,0,1,0,1,1,0,1,1,0,1,1,0
288,1,0,0,1,0,0,1,0,0,1,0,0
290,1,0,0,1,0,0,1,0,0,1,0,0
291,1,0,0,1,0,0,1,0,0,1,0,0
299,1,0,0,1,0,0,1,0,0,1,0,0
300,1,0,0,1,0,0,1,0,0,1,0,0
301,1,0,0,1,0,0,1,0,0,1,0,0
304,2,0,0,2,0,0,2,0,0,2,0,0
316,0,1,0,1,1,0,1,1,0,1,1,0
327,0,1,0,0,1,0,0,1,0,0,1,0
328,0,0,0,1,0,0,1,0,0,1,0,1
331,0,0,0,0,0,0,1,0,0,1,0,0
342,1,0,0,1,0,0,1,0,0,1,0,0
343,0,0,0,0,0,1,0,1,1,0,1,1
345,0,0,0,0,0,0,0,0,0,0,1,0
355,2,0,0,2,0,0,2,1,1,2,1,1
356,0,0,1,0,0,1,0,0,1,0,0,1
369,5,1,2,5,1,2,5,1,2,5,2,2
382,0,1,0,0,1,0,0,1,0,0,1,0
385,0,0,0,0,0,0,0,0,0,0,0,0
397,0,1,0,0,1,0,0,1,0,0,1,0
399,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,1,0,0,1
412,1,0,0,1,0,0,1,0,0,1,0,0
