Ref,Slow_year1Fast_year1Rapid_year1 infra costSlow_year2Fast_year2Rapid_year2 infra costSlow_year3Fast_year3Rapid_year3 infra costSlow_year4Fast_year4Rapid_year4 infra cost,,,,,,,,,,,
61,0,0,0,1,0,0,1,0,0,1,0,0
75,1,0,0,1,0,0,1,0,0,1,0,0
76,0,1,0,0,1,0,0,1,0,0,1,0
77,1,0,0,1,0,0,1,0,0,1,0,0
88,0,0,0,0,0,0,1,0,0,1,0,0
89,0,0,0,1,0,0,1,0,0,1,0,0
90,0,0,0,1,0,0,1,0,0,1,0,0
91,1,0,0,1,0,0,1,0,0,1,0,0
101,0,0,0,0,0,0,1,0,0,1,0,0
102,0,0,0,1,0,0,1,0,0,1,1,0
103,1,0,0,1,0,0,1,0,0,1,1,0
104,0,1,0,0,1,0,0,1,0,0,1,0
105,0,0,0,0,0,0,1,0,0,1,0,0
106,0,0,0,0,0,0,1,0,0,1,0,0
107,0,0,0,0,0,0,1,0,0,1,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,1,0,0,1,0,0
116,1,0,0,1,0,0,1,0,0,1,0,0
117,2,0,0,2,0,0,2,1,0,2,1,0
119,1,0,0,2,0,0,2,3,0,2,3,0
121,0,1,0,1,1,0,1,2,0,1,2,1
123,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,1,0,0,1,1,0
134,1,2,2,1,2,2,1,2,2,1,2,2
143,0,0,0,0,0,0,1,0,0,1,0,0
144,0,0,0,1,0,0,1,0,0,1,0,0
145,1,0,0,1,0,0,1,0,0,1,1,0
146,2,0,0,4,0,0,4,0,0,4,0,0
147,1,0,1,1,0,1,1,0,1,1,0,1
148,0,0,0,0,0,1,0,0,1,0,0,1
149,0,0,0,0,1,0,0,1,0,0,1,0
150,1,0,0,1,0,0,1,0,0,1,0,0
156,0,0,0,0,0,0,0,0,0,1,0,0
157,0,0,0,0,0,0,1,0,0,1,0,0
