Ref,Slow_year1Fast_year1Rapid_year1 infra costSlow_year2Fast_year2Rapid_year2 infra costSlow_year3Fast_year3Rapid_year3 infra costSlow_year4Fast_year4Rapid_year4 infra cost,,,,,,,,,,,,,,,
61,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
75,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
76,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
77,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
88,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
89,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
90,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
91,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
101,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
102,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
103,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
104,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
105,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
107,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
116,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
117,2,0,0,0,2,1,0,0,2,2,0,0,2,2,0,0
119,0,0,0,0,2,1,0,0,2,2,0,0,2,2,1,28140
121,1,1,0,0,1,1,0,0,1,2,0,0,1,2,1,28140
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
134,0,2,2,11340,0,2,2,0,1,2,2,0,1,2,2,0
143,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
144,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
145,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
146,1,1,0,0,1,1,0,0,1,1,0,0,4,1,0,0
147,1,0,1,28140,1,0,1,0,1,0,1,0,1,0,1,0
148,0,0,0,0,0,0,1,28140,0,0,1,0,0,0,1,0
149,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
150,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
159,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
160,3,0,1,28140,3,0,1,0,3,0,1,0,3,0,1,0
161,0,1,0,0,0,1,0,0,0,1,1,28140,0,1,2,11340
162,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
163,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
164,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
171,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
172,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
173,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
175,1,0,0,0,1,1,0,0,2,1,0,0,2,1,1,28140
176,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,28140
177,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
178,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
184,0,0,1,28140,0,1,1,0,0,1,1,0,0,1,1,0
185,5,0,0,0,5,0,0,0,5,1,0,0,5,1,1,28140
186,1,0,0,0,1,0,1,28140,1,0,1,0,1,1,1,0
187,1,0,0,0,1,0,0,0,1,0,1,28140,1,0,1,0
188,0,0,0,0,0,1,0,0,0,1,1,28140,0,1,1,0
189,6,0,1,28140,6,0,1,0,6,0,1,0,6,0,1,0
190,2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0
191,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0
192,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
198,0,0,0,0,0,1,0,0,0,1,1,28140,0,1,1,0
199,1,2,1,0,1,3,2,11340,1,3,2,0,1,3,2,0
200,6,2,1,28140,6,2,1,0,6,2,1,0,6,2,2,11340
201,0,0,0,0,0,1,1,28140,0,1,1,0,0,1,1,0
202,1,0,0,0,1,0,0,0,1,0,1,28140,1,0,1,0
203,1,0,0,0,1,0,1,28140,1,0,1,0,1,0,1,0
205,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
206,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
213,2,0,0,0,3,0,0,0,4,2,0,0,4,2,1,28140
214,5,3,0,0,5,3,1,28140,5,3,1,0,5,3,1,0
215,0,1,0,0,0,2,0,0,0,2,1,28140,0,2,1,0
216,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
217,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
228,2,1,0,0,2,1,1,28140,2,1,1,0,2,1,1,0
229,2,1,0,0,2,1,0,0,2,1,0,0,2,1,1,28140
230,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
233,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
234,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
242,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
247,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
248,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
249,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
263,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
272,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
