Ref,Slow_year1Fast_year1Rapid_year1 infra costSlow_year2Fast_year2Rapid_year2 infra costSlow_year3Fast_year3Rapid_year3 infra costSlow_year4Fast_year4Rapid_year4 infra cost,,,,,,,,,,,,,,,
274,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
275,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
286,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
287,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
288,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
290,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
291,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
299,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
300,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
301,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
304,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
316,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
342,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
343,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
355,1,0,0,0,1,1,0,0,1,1,1,28140,1,1,1,0
356,0,0,0,0,0,0,1,28140,0,0,1,0,0,0,1,0
369,0,2,2,11340,0,2,2,0,1,2,2,0,1,2,2,0
382,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,79,23,12,163380,83,44,20,208320,103,64,27,196980,114,71,36,219660
